material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,dielectric_constant,notes,shear_modulus_gpa,bulk_modulus_gpa,band_gap_ev,formation_energy_per_atom,data_completeness_score
matbench_dielectric_00000,matbench_dielectric_0,matbench_dielectric_0,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.752063640396657,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00225,matbench_dielectric_225,matbench_dielectric_225,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.968035433301518,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00226,matbench_dielectric_226,matbench_dielectric_226,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.929759311399838,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00227,matbench_dielectric_227,matbench_dielectric_227,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.105358755441954,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00228,matbench_dielectric_228,matbench_dielectric_228,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4977329721169017,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00229,matbench_dielectric_229,matbench_dielectric_229,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.6371991971845548,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00230,matbench_dielectric_230,matbench_dielectric_230,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.160555484129025,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00231,matbench_dielectric_231,matbench_dielectric_231,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7582118757419418,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00232,matbench_dielectric_232,matbench_dielectric_232,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.139465353774162,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00233,matbench_dielectric_233,matbench_dielectric_233,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.0773463676789232,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00234,matbench_dielectric_234,matbench_dielectric_234,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4093299206764245,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00235,matbench_dielectric_235,matbench_dielectric_235,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2361826848448674,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00236,matbench_dielectric_236,matbench_dielectric_236,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.3274064249001865,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00237,matbench_dielectric_237,matbench_dielectric_237,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9045086855494604,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00238,matbench_dielectric_238,matbench_dielectric_238,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5863028294328503,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00239,matbench_dielectric_239,matbench_dielectric_239,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.424527445366089,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00240,matbench_dielectric_240,matbench_dielectric_240,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.76040777930621,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00241,matbench_dielectric_241,matbench_dielectric_241,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0860419458869948,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00242,matbench_dielectric_242,matbench_dielectric_242,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0207690365033013,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00243,matbench_dielectric_243,matbench_dielectric_243,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.977507353547221,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00244,matbench_dielectric_244,matbench_dielectric_244,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9472533647850416,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00245,matbench_dielectric_245,matbench_dielectric_245,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4453357164802,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00246,matbench_dielectric_246,matbench_dielectric_246,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.670568541216146,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00247,matbench_dielectric_247,matbench_dielectric_247,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.387506756740305,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00248,matbench_dielectric_248,matbench_dielectric_248,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5823539427068773,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00249,matbench_dielectric_249,matbench_dielectric_249,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.1279352081951273,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00250,matbench_dielectric_250,matbench_dielectric_250,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.9445298436252942,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00251,matbench_dielectric_251,matbench_dielectric_251,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.580605161585166,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00252,matbench_dielectric_252,matbench_dielectric_252,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.262070364363887,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00253,matbench_dielectric_253,matbench_dielectric_253,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5511993209556705,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00254,matbench_dielectric_254,matbench_dielectric_254,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4289229437487614,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00255,matbench_dielectric_255,matbench_dielectric_255,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,6.252679425654279,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00256,matbench_dielectric_256,matbench_dielectric_256,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.5602727423611795,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00257,matbench_dielectric_257,matbench_dielectric_257,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2656287574681437,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00258,matbench_dielectric_258,matbench_dielectric_258,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.73889744761827,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
